aeloss_step,train/total_loss,train/logvar,train/kl_loss,train/nll_loss,train/rec_loss,train/d_weight,train/disc_factor,train/g_loss,discloss_step,train/disc_loss,train/logits_real,train/logits_fake,epoch,created_at,val/rec_loss,val/total_loss,val/logvar,val/kl_loss,val/nll_loss,val/d_weight,val/disc_factor,val/g_loss,val/disc_loss,val/logits_real,val/logits_fake,aeloss_epoch,discloss_epoch
181958.09375,181958.09375,0.0,57823.8828125,181958.03125,0.9254864454269409,5000.0,0.0,-0.7730568647384644,0.0,0.0,0.7239753007888794,0.7788221836090088,0,2024-11-24 07:56:24.663094,,,,,,,,,,,,,
149062.28125,149062.28125,0.0,60695.078125,149062.21875,0.7581696510314941,5000.0,0.0,-0.7201743125915527,0.0,0.0,0.7303885221481323,0.7388190031051636,0,2024-11-24 07:56:55.705838,,,,,,,,,,,,,
153316.640625,153316.640625,0.0,78153.8515625,153316.5625,0.7798084020614624,5000.0,0.0,-0.7311410307884216,0.0,0.0,0.6578922867774963,0.7052452564239502,0,2024-11-24 07:57:26.820830,,,,,,,,,,,,,
98207.46875,98207.46875,0.0,103543.2265625,98207.3671875,0.49950850009918213,5000.0,0.0,-0.7473413348197937,0.0,0.0,0.7424511909484863,0.7385815382003784,0,2024-11-24 07:57:56.803477,,,,,,,,,,,,,
116951.8515625,116951.8515625,0.0,103294.4296875,116951.75,0.5948473811149597,5000.0,0.0,-0.7335457801818848,0.0,0.0,0.7210355997085571,0.7170369625091553,0,2024-11-24 07:58:26.835554,,,,,,,,,,,,,
100288.0234375,100288.0234375,0.0,79821.1484375,100287.9453125,0.5100908875465393,5000.0,0.0,-0.7342278361320496,0.0,0.0,0.7342640161514282,0.7359302043914795,0,2024-11-24 07:58:58.572420,,,,,,,,,,,,,
103215.7890625,103215.7890625,0.0,80522.34375,103215.7109375,0.5249822735786438,5000.0,0.0,-0.8000814914703369,0.0,0.0,0.777164876461029,0.7824859023094177,0,2024-11-24 07:59:28.660224,,,,,,,,,,,,,
102003.890625,102003.890625,0.0,79678.078125,102003.8125,0.5188182592391968,5000.0,0.0,-0.7272692918777466,0.0,0.0,0.7232961058616638,0.7405123710632324,0,2024-11-24 07:59:58.765423,,,,,,,,,,,,,
109642.7109375,109642.7109375,0.0,82585.09375,109642.625,0.5576712489128113,5000.0,0.0,-0.726466178894043,0.0,0.0,0.7232377529144287,0.7385903596878052,0,2024-11-24 08:00:28.879592,,,,,,,,,,,,,
80930.0703125,80930.0703125,0.0,88129.09375,80929.984375,0.41163119673728943,5000.0,0.0,-0.7598914504051208,0.0,0.0,0.7554528713226318,0.7584822773933411,0,2024-11-24 08:00:59.218468,,,,,,,,,,,,,
74021.5703125,74021.5703125,0.0,98235.546875,74021.46875,0.3764926791191101,5000.0,0.0,-0.701012134552002,0.0,0.0,0.6945253610610962,0.7113665342330933,0,2024-11-24 08:01:30.365529,,,,,,,,,,,,,
88232.328125,88232.328125,0.0,95614.25,88232.234375,0.4487723708152771,5000.0,0.0,-0.7854405641555786,0.0,0.0,0.7766786217689514,0.7871344685554504,0,2024-11-24 08:02:00.535720,,,,,,,,,,,,,
93956.6484375,93956.6484375,0.0,104282.25,93956.546875,0.47788771986961365,5000.0,0.0,-0.7376682162284851,0.0,0.0,0.7242061495780945,0.7295697927474976,0,2024-11-24 08:02:31.669147,,,,,,,,,,,,,
89041.203125,89041.203125,0.0,113278.96875,89041.09375,0.4528864324092865,5000.0,0.0,-0.721221387386322,0.0,0.0,0.7312394380569458,0.7158931493759155,0,2024-11-24 08:03:01.813152,,,,,,,,,,,,,
95779.203125,95779.203125,0.0,91163.1640625,95779.109375,0.48715776205062866,5000.0,0.0,-0.7187203168869019,0.0,0.0,0.7009959816932678,0.714235782623291,0,2024-11-24 08:03:31.845320,,,,,,,,,,,,,
63896.18359375,63896.18359375,0.0,136372.25,63896.046875,0.3249921202659607,5000.0,0.0,-0.711241602897644,0.0,0.0,0.7102271914482117,0.7084997892379761,0,2024-11-24 08:04:01.953921,,,,,,,,,,,,,
92347.2734375,92347.2734375,0.0,98832.640625,92347.171875,0.46970200538635254,5000.0,0.0,-0.7056411504745483,0.0,0.0,0.7015774250030518,0.7149953246116638,0,2024-11-24 08:04:32.171293,,,,,,,,,,,,,
104015.9453125,104015.9453125,0.0,98028.546875,104015.84375,0.5290519595146179,5000.0,0.0,-0.7427862286567688,0.0,0.0,0.7440699934959412,0.743067741394043,0,2024-11-24 08:05:02.394964,,,,,,,,,,,,,
72332.4609375,72332.4609375,0.0,127235.3046875,72332.3359375,0.3679012954235077,5000.0,0.0,-0.7261378765106201,0.0,0.0,0.7094435095787048,0.7194200754165649,0,2024-11-24 08:05:32.487759,,,,,,,,,,,,,
107342.0234375,107342.0234375,0.0,83068.3125,107341.9375,0.5459693670272827,5000.0,0.0,-0.683167040348053,0.0,0.0,0.7213965058326721,0.6920623183250427,0,2024-11-24 08:06:03.408549,,,,,,,,,,,,,
53387.48828125,53387.48828125,0.0,139753.984375,53387.34765625,0.27154210209846497,5000.0,0.0,-0.7061671018600464,0.0,0.0,0.7005569338798523,0.7021320462226868,0,2024-11-24 08:06:35.260986,,,,,,,,,,,,,
76053.9765625,76053.9765625,0.0,98285.0625,76053.875,0.38683003187179565,5000.0,0.0,-0.720130443572998,0.0,0.0,0.7189980149269104,0.7206868529319763,0,2024-11-24 08:07:05.088311,,,,,,,,,,,,,
45871.0859375,45871.0859375,0.0,142127.90625,45870.9453125,0.2333116978406906,5000.0,0.0,-0.6866248846054077,0.0,0.0,0.6876410841941833,0.6898281574249268,0,2024-11-24 08:07:35.018661,,,,,,,,,,,,,
93390.9375,93390.9375,0.0,117272.4453125,93390.8203125,0.4750102758407593,5000.0,0.0,-0.7148067951202393,0.0,0.0,0.7163641452789307,0.720609188079834,0,2024-11-24 08:08:04.918128,,,,,,,,,,,,,
92607.03125,92607.03125,0.0,103728.359375,92606.9296875,0.47102320194244385,5000.0,0.0,-0.7131994366645813,0.0,0.0,0.7122957706451416,0.7154739499092102,0,2024-11-24 08:08:34.741458,,,,,,,,,,,,,
82841.328125,82841.328125,0.0,113551.0546875,82841.2109375,0.42135220766067505,5000.0,0.0,-0.7796825170516968,0.0,0.0,0.7795512080192566,0.7836812734603882,0,2024-11-24 08:09:04.640038,,,,,,,,,,,,,
73766.8125,73766.8125,0.0,126773.640625,73766.6875,0.37519678473472595,5000.0,0.0,-0.7652432322502136,0.0,0.0,0.756416380405426,0.7782453298568726,0,2024-11-24 08:09:35.520791,,,,,,,,,,,,,
71508.6328125,71508.6328125,0.0,134309.5,71508.5,0.36371105909347534,5000.0,0.0,-0.6365331411361694,0.0,0.0,0.642859935760498,0.6503972411155701,0,2024-11-24 08:10:05.804080,,,,,,,,,,,,,
63179.18359375,63179.18359375,0.0,130669.0234375,63179.0546875,0.3213452994823456,5000.0,0.0,-0.6928398013114929,0.0,0.0,0.7028830647468567,0.7014403343200684,0,2024-11-24 08:10:35.899025,,,,,,,,,,,,,
56402.50390625,56402.50390625,0.0,159450.640625,56402.34375,0.2868771553039551,5000.0,0.0,-0.6925826072692871,0.0,0.0,0.6992331147193909,0.6934257745742798,0,2024-11-24 08:11:05.959880,,,,,,,,,,,,,
48414.0390625,48414.0390625,0.0,116331.90625,48413.921875,0.24624595046043396,5000.0,0.0,-0.731610119342804,0.0,0.0,0.7349936962127686,0.7347619533538818,0,2024-11-24 08:11:36.337206,,,,,,,,,,,,,
71731.359375,71731.359375,0.0,97125.8046875,71731.265625,0.36484408378601074,5000.0,0.0,-0.7102420330047607,0.0,0.0,0.7135589122772217,0.7063505053520203,0,2024-11-24 08:12:06.414333,,,,,,,,,,,,,
79281.1875,79281.1875,0.0,92563.828125,79281.09375,0.4032444953918457,5000.0,0.0,-0.6630640625953674,0.0,0.0,0.6794824600219727,0.6723359227180481,0,2024-11-24 08:12:36.607306,,,,,,,,,,,,,
77411.171875,77411.171875,0.0,128606.515625,77411.046875,0.3937329649925232,5000.0,0.0,-0.7480239272117615,0.0,0.0,0.747843325138092,0.7444086074829102,0,2024-11-24 08:13:06.956697,,,,,,,,,,,,,
45493.4609375,45493.4609375,0.0,117388.03125,45493.34375,0.23139111697673798,5000.0,0.0,-0.750101625919342,0.0,0.0,0.7635723352432251,0.7620212435722351,0,2024-11-24 08:13:37.824967,,,,,,,,,,,,,
44090.9921875,44090.9921875,0.0,124852.65625,44090.8671875,0.22425775229930878,5000.0,0.0,-0.6699563264846802,0.0,0.0,0.6838639974594116,0.6806974411010742,0,2024-11-24 08:14:07.961323,,,,,,,,,,,,,
44952.80859375,44952.80859375,0.0,156228.8125,44952.65234375,0.22864101827144623,5000.0,0.0,-0.6975165605545044,0.0,0.0,0.7058361768722534,0.7073337435722351,0,2024-11-24 08:14:38.374206,,,,,,,,,,,,,
51678.65625,51678.65625,0.0,117400.1640625,51678.5390625,0.26285064220428467,5000.0,0.0,-0.7500547170639038,0.0,0.0,0.7480342984199524,0.7472238540649414,0,2024-11-24 08:15:08.683874,,,,,,,,,,,,,
47503.50390625,47503.50390625,0.0,195245.3125,47503.30859375,0.24161432683467865,5000.0,0.0,-0.7718072533607483,0.0,0.0,0.7700138092041016,0.7700791358947754,0,2024-11-24 08:15:38.805932,,,,,,,,,,,,,
64049.75,64049.75,0.0,138543.0625,64049.61328125,0.3257731795310974,5000.0,0.0,-0.7467195391654968,0.0,0.0,0.7421189546585083,0.7513659000396729,0,2024-11-24 08:16:09.042209,,,,,,,,,,,,,
52857.52734375,52857.52734375,0.0,134837.71875,52857.390625,0.2688466012477875,5000.0,0.0,-0.7276394367218018,0.0,0.0,0.7186877727508545,0.7181206941604614,0,2024-11-24 08:16:41.654958,,,,,,,,,,,,,
70545.6640625,70545.6640625,0.0,117796.296875,70545.546875,0.35881322622299194,5000.0,0.0,-0.7176094651222229,0.0,0.0,0.7248584032058716,0.7192498445510864,0,2024-11-24 08:17:12.435309,,,,,,,,,,,,,
78836.890625,78836.890625,0.0,100874.1484375,78836.7890625,0.40098464488983154,5000.0,0.0,-0.7127798199653625,0.0,0.0,0.7387288808822632,0.7236853241920471,0,2024-11-24 08:17:42.499269,,,,,,,,,,,,,
61838.3046875,61838.3046875,0.0,119637.1171875,61838.18359375,0.3145252764225006,5000.0,0.0,-0.7170184254646301,0.0,0.0,0.718384325504303,0.7188887596130371,0,2024-11-24 08:18:12.244156,,,,,,,,,,,,,
69629.6796875,69629.6796875,0.0,113575.8984375,69629.5625,0.3541542887687683,5000.0,0.0,-0.7508707046508789,0.0,0.0,0.7637346386909485,0.7528083324432373,0,2024-11-24 08:18:41.957430,,,,,,,,,,,,,
51521.0234375,51521.0234375,0.0,156326.578125,51520.8671875,0.2620486915111542,5000.0,0.0,-0.7415305972099304,0.0,0.0,0.7350513339042664,0.7422278523445129,0,2024-11-24 08:19:11.746643,,,,,,,,,,,,,
45305.46484375,45305.46484375,0.0,123437.03125,45305.33984375,0.23043487966060638,5000.0,0.0,-0.708178699016571,0.0,0.0,0.6959531903266907,0.7058719992637634,0,2024-11-24 08:19:41.489928,,,,,,,,,,,,,
54547.78515625,54547.78515625,0.0,135700.890625,54547.6484375,0.27744370698928833,5000.0,0.0,-0.7141682505607605,0.0,0.0,0.7036768198013306,0.7172984480857849,0,2024-11-24 08:20:11.677306,,,,,,,,,,,,,
67358.5,67358.5,0.0,158366.703125,67358.34375,0.3426022529602051,5000.0,0.0,-0.7361531257629395,0.0,0.0,0.7154237627983093,0.7358902096748352,0,2024-11-24 08:20:41.989389,,,,,,,,,,,,,
52524.765625,52524.765625,0.0,130011.6640625,52524.63671875,0.26715412735939026,5000.0,0.0,-0.6576953530311584,0.0,0.0,0.6651828289031982,0.6560917496681213,0,2024-11-24 08:21:12.791580,,,,,,,,,,,,,
64550.9453125,64550.9453125,0.0,137385.578125,64550.80859375,0.3283224105834961,5000.0,0.0,-0.6596519351005554,0.0,0.0,0.6687670946121216,0.6784877777099609,0,2024-11-24 08:21:42.534242,,,,,,,,,,,,,
49068.8359375,49068.8359375,0.0,141931.84375,49068.6953125,0.24957630038261414,5000.0,0.0,-0.7306848168373108,0.0,0.0,0.7316076159477234,0.7333352565765381,0,2024-11-24 08:22:12.298365,,,,,,,,,,,,,
37476.4921875,37476.4921875,0.0,114461.953125,37476.37890625,0.1906147301197052,5000.0,0.0,-0.7481884956359863,0.0,0.0,0.7516170144081116,0.7492237091064453,0,2024-11-24 08:22:42.178040,,,,,,,,,,,,,
48992.99609375,48992.99609375,0.0,145498.46875,48992.8515625,0.2491905391216278,5000.0,0.0,-0.7301013469696045,0.0,0.0,0.726254940032959,0.7298502922058105,0,2024-11-24 08:23:11.887686,,,,,,,,,,,,,
33553.984375,33553.984375,0.0,130638.765625,33553.85546875,0.1706637442111969,5000.0,0.0,-0.7330213785171509,0.0,0.0,0.7376827001571655,0.7317124009132385,0,2024-11-24 08:23:41.850800,,,,,,,,,,,,,
37082.09375,37082.09375,0.0,120625.890625,37081.97265625,0.18860867619514465,5000.0,0.0,-0.7225173711776733,0.0,0.0,0.7249521613121033,0.731903612613678,0,2024-11-24 08:24:12.332576,,,,,,,,,,,,,
52856.21875,52856.21875,0.0,136678.421875,52856.08203125,0.268839955329895,5000.0,0.0,-0.6933879852294922,0.0,0.0,0.6914559006690979,0.6963875889778137,0,2024-11-24 08:24:42.979992,,,,,,,,,,,,,
65288.05859375,65288.05859375,0.0,129669.9140625,65287.9296875,0.33207160234451294,5000.0,0.0,-0.7299878001213074,0.0,0.0,0.7280475497245789,0.7340232133865356,0,2024-11-24 08:25:13.117115,,,,,,,,,,,,,
44368.48828125,44368.48828125,0.0,131641.125,44368.35546875,0.22566913068294525,5000.0,0.0,-0.6911302804946899,0.0,0.0,0.6956039667129517,0.6972199082374573,0,2024-11-24 08:25:43.268089,,,,,,,,,,,,,
32045.0546875,32045.0546875,0.0,165789.46875,32044.888671875,0.16298873722553253,5000.0,0.0,-0.7256999611854553,0.0,0.0,0.7363197207450867,0.7348363995552063,0,2024-11-24 08:26:13.583891,,,,,,,,,,,,,
62893.7265625,62893.7265625,0.0,104832.078125,62893.62109375,0.3198935091495514,5000.0,0.0,-0.7366234064102173,0.0,0.0,0.7356705665588379,0.7383084893226624,0,2024-11-24 08:26:45.991600,,,,,,,,,,,,,
45290.57421875,45290.57421875,0.0,174221.78125,45290.3984375,0.23035888373851776,5000.0,0.0,-0.7120149731636047,0.0,0.0,0.7211583256721497,0.7114718556404114,0,2024-11-24 08:27:15.986609,,,,,,,,,,,,,
44697.421875,44697.421875,0.0,152475.375,44697.26953125,0.22734206914901733,5000.0,0.0,-0.7481079697608948,0.0,0.0,0.7480999231338501,0.7457200884819031,0,2024-11-24 08:27:46.304553,,,,,,,,,,,,,
56261.125,56261.125,0.0,97791.171875,56261.02734375,0.28615838289260864,5000.0,0.0,-0.745556116104126,0.0,0.0,0.7398653626441956,0.7407364249229431,0,2024-11-24 08:28:16.888266,,,,,,,,,,,,,
51085.63671875,51085.63671875,0.0,144981.578125,51085.4921875,0.25983425974845886,5000.0,0.0,-0.7188985347747803,0.0,0.0,0.7167941331863403,0.7197347283363342,0,2024-11-24 08:28:47.186349,,,,,,,,,,,,,
48677.5625,48677.5625,0.0,133356.90625,48677.4296875,0.2475862205028534,5000.0,0.0,-0.7168591618537903,0.0,0.0,0.7207659482955933,0.7296531796455383,0,2024-11-24 08:29:17.382407,,,,,,,,,,,,,
50191.7734375,50191.7734375,0.0,117614.78125,50191.65625,0.2552879750728607,5000.0,0.0,-0.7331688404083252,0.0,0.0,0.736677348613739,0.7332860827445984,0,2024-11-24 08:29:47.371542,,,,,,,,,,,,,
36163.44140625,36163.44140625,0.0,158190.75,36163.28515625,0.1839359849691391,5000.0,0.0,-0.7383618354797363,0.0,0.0,0.7323578596115112,0.7348179817199707,0,2024-11-24 08:30:17.646853,,,,,,,,,,,,,
30179.322265625,30179.322265625,0.0,162946.28125,30179.16015625,0.15349915623664856,5000.0,0.0,-0.7490253448486328,0.0,0.0,0.7477395534515381,0.7468274235725403,0,2024-11-24 08:30:47.910079,,,,,,,,,,,,,
44084.234375,44084.234375,0.0,154897.6875,44084.078125,0.22422322630882263,5000.0,0.0,-0.7205333113670349,0.0,0.0,0.725005567073822,0.7187966704368591,0,2024-11-24 08:31:18.015456,,,,,,,,,,,,,
58021.2421875,58021.2421875,0.0,123931.71875,58021.1171875,0.29511067271232605,5000.0,0.0,-0.721481204032898,0.0,0.0,0.736710786819458,0.7200856804847717,0,2024-11-24 08:31:48.652117,,,,,,,,,,,,,
51573.04296875,51573.04296875,0.0,159440.96875,51572.8828125,0.26231324672698975,5000.0,0.0,-0.7205566763877869,0.0,0.0,0.7285500764846802,0.7225349545478821,0,2024-11-24 08:32:19.175439,,,,,,,,,,,,,
64703.46484375,64703.46484375,0.0,115031.8203125,64703.3515625,0.32909828424453735,5000.0,0.0,-0.6839876174926758,0.0,0.0,0.6927868723869324,0.6788293123245239,0,2024-11-24 08:32:49.291657,,,,,,,,,,,,,
33001.98828125,33001.98828125,0.0,127692.34375,33001.859375,0.1678561419248581,5000.0,0.0,-0.7187148928642273,0.0,0.0,0.7138981223106384,0.7206025719642639,0,2024-11-24 08:33:19.667835,,,,,,,,,,,,,
42644.59375,42644.59375,0.0,162249.6875,42644.4296875,0.2169007956981659,5000.0,0.0,-0.7194771766662598,0.0,0.0,0.7304614186286926,0.7279707193374634,0,2024-11-24 08:33:49.821867,,,,,,,,,,,,,
48735.28125,48735.28125,0.0,139829.9375,48735.140625,0.2478797435760498,5000.0,0.0,-0.716119110584259,0.0,0.0,0.7202624678611755,0.7173338532447815,0,2024-11-24 08:34:19.997132,,,,,,,,,,,,,
67359.4296875,67359.4296875,0.0,128919.484375,67359.296875,0.3426071107387543,5000.0,0.0,-0.7425681352615356,0.0,0.0,0.733628511428833,0.7506106495857239,0,2024-11-24 08:34:50.277633,,,,,,,,,,,,,
46390.59765625,46390.59765625,0.0,144473.40625,46390.453125,0.23595404624938965,5000.0,0.0,-0.6994619369506836,0.0,0.0,0.7020617723464966,0.7021565437316895,0,2024-11-24 08:35:20.687904,,,,,,,,,,,,,
69529.5703125,69529.5703125,0.0,133065.921875,69529.4375,0.3536450266838074,5000.0,0.0,-0.6988340020179749,0.0,0.0,0.6925891041755676,0.6957454681396484,0,2024-11-24 08:35:51.256120,,,,,,,,,,,,,
64656.49609375,64656.49609375,0.0,153312.390625,64656.34375,0.3288591802120209,5000.0,0.0,-0.721254825592041,0.0,0.0,0.7326129078865051,0.7268068790435791,0,2024-11-24 08:36:21.354434,,,,,,,,,,,,,
62445.44921875,62445.44921875,0.0,119878.1796875,62445.328125,0.3176133632659912,5000.0,0.0,-0.6800630688667297,0.0,0.0,0.68280029296875,0.6848094463348389,0,2024-11-24 08:36:52.995196,,,,,,,,,,,,,
64630.59765625,64630.59765625,0.0,113270.09375,64630.484375,0.328727662563324,5000.0,0.0,-0.7242665886878967,0.0,0.0,0.7218289971351624,0.7219434976577759,0,2024-11-24 08:37:22.835963,,,,,,,,,,,,,
56270.4375,56270.4375,0.0,117426.515625,56270.3203125,0.2862056493759155,5000.0,0.0,-0.7294532656669617,0.0,0.0,0.7214587330818176,0.7186638712882996,0,2024-11-24 08:37:52.782649,,,,,,,,,,,,,
